Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR
Ad Kd 4d,As6d,0.008,75.80,53.9599,107.856
Ad Kd 4d,As7d,0.008,76.81,55.113,108.719
Ad Kd 4d,As8d,0.017,78.32,57.0788,110.421
Ad Kd 4d,As9d,0.012,80.25,60.064,113.399
Ad Kd 4d,AsTd,0.013,82.97,65.4688,119.555
Ad Kd 4d,AsJd,0.030,85.47,73.6618,130.583
Ad Kd 4d,AsQd,0.049,87.71,87.9364,151.909
Ad Kd 4d,As3h,0.018,64.66,41.5266,97.3028
Ad Kd 4d,As4h,0.018,76.05,63.5422,126.595
Ad Kd 4d,As5h,0.017,64.88,42.0093,98.0983
Ad Kd 4d,As6h,0.020,64.82,41.8298,97.7731
Ad Kd 4d,As7h,0.020,65.60,42.6041,98.3958
Ad Kd 4d,As8h,0.026,66.58,43.5624,99.1404
Ad Kd 4d,As9h,0.051,67.64,44.8842,100.546
Ad Kd 4d,AsTh,0.048,69.62,46.861,101.98
Ad Kd 4d,AsJh,0.038,70.34,47.9838,103.358
Ad Kd 4d,AsQh,0.018,70.83,48.8942,104.588
Ad Kd 4d,AsKh,0.030,79.40,70.4129,134.364
Ad Kd 4d,AsAh,0.054,84.50,91.6112,164.272
Ad Kd 4d,As2s,0.007,64.68,41.9481,98.265
Ad Kd 4d,As3s,0.016,64.64,41.5195,97.3248
Ad Kd 4d,As4s,0.018,76.04,63.5329,126.596
Ad Kd 4d,As5s,0.018,64.89,42.0111,98.0922
Ad Kd 4d,As6s,0.020,64.81,41.8281,97.78
Ad Kd 4d,As7s,0.021,65.61,42.6071,98.3866
Ad Kd 4d,As8s,0.026,66.59,43.5655,99.1333
Ad Kd 4d,As9s,0.051,67.64,44.8848,100.545
Ad Kd 4d,AsTs,0.048,69.63,46.863,101.98
Ad Kd 4d,AsJs,0.038,70.32,47.9721,103.37
Ad Kd 4d,AsQs,0.018,70.86,48.9089,104.575
Ad Kd 4d,AsKs,0.030,79.40,70.4118,134.362
Ad Kd 4h,5c4c,0.001,46.11,36.1747,118.878
Ad Kd 4h,6c5c,0.020,16.86,21.759,195.583
Ad Kd 4h,7c5c,0.021,17.77,21.6813,184.817
Ad Kd 4h,7c6c,0.025,16.85,20.2367,181.971
Ad Kd 4h,8c6c,0.030,16.67,18.6017,169.023
Ad Kd 4h,8c7c,0.032,17.31,18.8191,164.742
Ad Kd 4h,9c6c,0.017,16.58,16.8218,153.76
Ad Kd 4h,9c7c,0.020,17.07,17.0359,151.236
Ad Kd 4h,9c8c,0.022,17.59,16.8563,145.186
Ad Kd 4h,9c8d,0.016,21.28,20.4232,145.426
Ad Kd 4h,9c8h,0.007,17.65,17.1145,146.885
Ad Kd 4h,9c8s,0.009,17.56,16.8116,145.062
Ad Kd 4h,Tc5c,0.005,20.25,19.4513,145.575
Ad Kd 4h,Tc6c,0.026,19.37,17.9129,140.124
Ad Kd 4h,Tc7c,0.026,19.84,18.1133,138.314
Ad Kd 4h,Tc8c,0.028,20.43,17.9158,132.901
Ad Kd 4h,Tc9c,0.032,21.23,17.469,124.67
Ad Kd 4h,Tc8d,0.021,24.07,21.4383,134.924
Ad Kd 4h,Tc9d,0.036,25.05,21.0513,127.348
Ad Kd 4h,Tc8h,0.019,20.51,18.1978,134.415
Ad Kd 4h,Tc9h,0.028,21.38,17.724,125.615
Ad Kd 4h,Tc8s,0.021,20.41,17.8973,132.844
Ad Kd 4h,Tc9s,0.034,21.28,17.5548,124.98
Ad Kd 4h,Jc4c,0.002,47.12,35.0532,112.707
Ad Kd 4h,Jc5c,0.034,24.41,19.3061,119.839
Ad Kd 4h,Jc6c,0.023,23.69,17.906,114.542
Ad Kd 4h,Jc7c,0.022,24.24,18.0839,113.052
Ad Kd 4h,Jc8c,0.024,24.78,17.9697,109.871
Ad Kd 4h,Jc9c,0.021,25.60,17.561,103.938
Ad Kd 4h,JcTc,0.013,37.33,32.511,131.946
Ad Kd 4h,Jc8d,0.011,28.33,21.4468,114.716
Ad Kd 4h,Jc9d,0.036,29.32,21.0513,108.804
Ad Kd 4h,JcTd,0.011,40.73,37.1493,138.19
Ad Kd 4h,Jc8h,0.007,24.84,18.2152,111.089
Ad Kd 4h,Jc9h,0.018,25.73,17.7984,104.802
Ad Kd 4h,JcTh,0.011,37.44,32.777,132.635
Ad Kd 4h,Jc8s,0.008,24.74,17.8939,109.597
Ad Kd 4h,Jc9s,0.022,25.63,17.6218,104.171
Ad Kd 4h,JcTs,0.013,37.35,32.5214,131.937
Ad Kd 4h,Qc2c,0.023,29.96,20.2515,102.414
Ad Kd 4h,Qc3c,0.039,30.16,20.1219,101.076
Ad Kd 4h,Qc4c,0.003,47.46,35.6041,113.654
Ad Kd 4h,Qc5c,0.027,30.79,20.0118,98.4685
Ad Kd 4h,Qc6c,0.014,30.21,18.7719,94.1427
Ad Kd 4h,Qc7c,0.013,30.84,19.0396,93.5359
Ad Kd 4h,Qc8c,0.012,31.43,19.0911,92.0371
Ad Kd 4h,Qc9c,0.009,32.35,18.8992,88.5177
Ad Kd 4h,QcTc,0.013,43.79,33.4851,115.863
Ad Kd 4h,QcJc,0.012,45.03,34.1058,114.746
Ad Kd 4h,Qc8d,0.001,34.84,22.5402,98.0261
Ad Kd 4h,Qc9d,0.011,35.92,22.2745,93.9652
Ad Kd 4h,QcTd,0.012,47.05,37.9881,122.335
Ad Kd 4h,QcJd,0.010,48.58,40.0477,124.91
Ad Kd 4h,Qc8h,0.001,31.50,19.2929,92.8035
Ad Kd 4h,Qc9h,0.009,32.48,19.121,89.2096
Ad Kd 4h,QcTh,0.012,43.89,33.6875,116.293
Ad Kd 4h,QcJh,0.010,45.14,34.2936,115.12
Ad Kd 4h,Qc8s,0.001,31.39,18.9921,91.6831
Ad Kd 4h,Qc9s,0.009,32.37,18.9488,88.6973
Ad Kd 4h,QcTs,0.013,43.79,33.4938,115.878
Ad Kd 4h,QcJs,0.011,45.04,34.1087,114.743
Ad Kd 4h,Kc2c,0.012,63.54,42.1985,100.619
Ad Kd 4h,Kc3c,0.010,63.49,41.4105,98.8208
Ad Kd 4h,Kc4c,0.002,82.53,90.1616,165.518
Ad Kd 4h,Kc5c,0.008,63.51,41.158,98.1967
Ad Kd 4h,Kc6c,0.009,62.92,40.1516,96.6878
Ad Kd 4h,Kc7c,0.009,63.24,40.2496,96.4311
Ad Kd 4h,Kc8c,0.019,63.65,40.1585,95.5983
Ad Kd 4h,Kc9c,0.027,64.29,40.5855,95.6505
Ad Kd 4h,KcTc,0.027,66.51,42.006,95.6864
Ad Kd 4h,KcJc,0.039,67.41,43.1639,97.0119
Ad Kd 4h,KcQc,0.048,68.19,44.4245,98.7141
Ad Kd 4h,Kc7d,0.000,65.99,44.5165,102.212
Ad Kd 4h,Kc8d,0.016,66.38,43.8499,100.086
Ad Kd 4h,Kc9d,0.024,67.03,44.384,100.327
Ad Kd 4h,KcTd,0.019,69.29,46.2836,101.213
Ad Kd 4h,KcJd,0.024,70.48,48.7819,104.876
Ad Kd 4h,KcQd,0.047,71.67,51.7271,109.362
Ad Kd 4h,Kc7h,0.000,63.49,40.4024,96.4121
Ad Kd 4h,Kc8h,0.007,63.82,40.2836,95.6411
Ad Kd 4h,Kc9h,0.019,64.42,40.7726,95.903
Ad Kd 4h,KcTh,0.020,66.66,42.201,95.9279
Ad Kd 4h,KcJh,0.028,67.61,43.4885,97.4648
Ad Kd 4h,KcQh,0.031,68.39,44.7897,99.2275
Ad Kd 4h,Kc7s,0.000,63.27,40.2729,96.4406
Ad Kd 4h,Kc8s,0.014,63.66,40.1658,95.5925
Ad Kd 4h,Kc9s,0.027,64.28,40.5848,95.664
Ad Kd 4h,KcTs,0.027,66.51,42.0051,95.6941
Ad Kd 4h,KcJs,0.039,67.40,43.1612,97.0202
Ad Kd 4h,KcQs,0.048,68.17,44.4191,98.7247
Ad Kd 4h,Ac2c,0.007,74.87,53.9195,109.118
Ad Kd 4h,Ac3c,0.023,74.88,52.8046,106.849
Ad Kd 4h,Ac4c,0.003,86.25,96.2716,169.116
Ad Kd 4h,Ac5c,0.033,75.26,53.8405,108.389
Ad Kd 4h,Ac6c,0.021,75.17,53.9451,108.74
Ad Kd 4h,Ac7c,0.022,76.06,55.1786,109.914
Ad Kd 4h,Ac8c,0.020,77.18,57.1252,112.149
Ad Kd 4h,Ac9c,0.014,78.38,60.0243,116.03
Ad Kd 4h,AcTc,0.017,80.64,63.4113,119.15
Ad Kd 4h,AcJc,0.013,81.48,67.0161,124.622
Ad Kd 4h,AcQc,0.006,82.11,71.8587,132.595
Ad Kd 4h,AcKc,0.002,89.57,116.61,197.252
Ad Kd 4h,Ac3d,0.026,76.63,55.7062,110.146
Ad Kd 4h,Ac4d,0.020,87.24,95.4018,165.686
Ad Kd 4h,Ac5d,0.027,77.37,57.4915,112.589
Ad Kd 4h,Ac6d,0.027,77.40,57.5387,112.636
Ad Kd 4h,Ac7d,0.028,78.25,58.7933,113.841
Ad Kd 4h,Ac8d,0.033,79.31,60.7171,115.988
Ad Kd 4h,Ac9d,0.036,80.51,63.8468,120.157
Ad Kd 4h,AcTd,0.025,82.79,67.1793,122.939
Ad Kd 4h,AcJd,0.030,84.02,71.2741,128.533
Ad Kd 4h,AcQd,0.025,84.93,77.1424,137.62
Ad Kd 4h,Ac3h,0.011,75.10,53.1651,107.258
Ad Kd 4h,Ac5h,0.020,75.45,54.13,108.695
Ad Kd 4h,Ac6h,0.016,75.39,54.0871,108.699
Ad Kd 4h,Ac7h,0.017,76.25,55.3208,109.931
Ad Kd 4h,Ac8h,0.019,77.32,57.2501,112.18
Ad Kd 4h,Ac9h,0.016,78.53,60.2589,116.268
Ad Kd 4h,AcTh,0.018,80.78,63.5927,119.282
Ad Kd 4h,AcJh,0.012,81.70,67.2628,124.743
Ad Kd 4h,AcQh,0.005,82.25,71.7747,132.211
Ad Kd 4h,AcKh,0.003,89.66,115.859,195.795
Ad Kd 4h,Ac3s,0.025,74.92,52.8301,106.838
Ad Kd 4h,Ac4s,0.003,86.27,96.2943,169.124
Ad Kd 4h,Ac5s,0.032,75.25,53.8346,108.394
Ad Kd 4h,Ac6s,0.021,75.18,53.9519,108.736
Ad Kd 4h,Ac7s,0.022,76.04,55.1679,109.919
Ad Kd 4h,Ac8s,0.020,77.16,57.1146,112.151
Ad Kd 4h,Ac9s,0.014,78.38,60.0228,116.03
Ad Kd 4h,AcTs,0.017,80.63,63.4063,119.148
Ad Kd 4h,AcJs,0.013,81.52,67.0543,124.634
Ad Kd 4h,AcQs,0.005,82.07,71.7887,132.542
Ad Kd 4h,AcKs,0.002,89.57,116.61,197.251
Ad Kd 4h,2d2c,0.008,38.77,30.5481,119.393
Ad Kd 4h,3d3c,0.009,40.58,30.732,114.735
Ad Kd 4h,4d4c,0.003,93.06,140.045,228.009
Ad Kd 4h,5d5c,0.009,45.89,33.9244,112.014
Ad Kd 4h,5d4d,0.005,66.10,70.7289,162.115
Ad Kd 4h,6d6c,0.011,47.15,33.9207,109.003
Ad Kd 4h,6d5d,0.021,45.91,54.3734,179.458
Ad Kd 4h,7d7c,0.009,49.50,35.1441,107.583
Ad Kd 4h,7d5d,0.024,46.71,54.9041,178.099
Ad Kd 4h,7d6d,0.028,46.33,53.8211,176.027
Ad Kd 4h,8d8c,0.008,51.67,36.1441,105.981
Ad Kd 4h,8d6d,0.027,46.50,53.2538,173.528
Ad Kd 4h,8d7d,0.025,46.96,53.2223,171.719
Ad Kd 4h,9d8c,0.016,21.36,20.3369,144.238
Ad Kd 4h,9d9c,0.005,53.51,36.9802,104.702
Ad Kd 4h,9d6d,0.019,46.70,52.3988,170.015
Ad Kd 4h,9d7d,0.020,47.06,52.4,168.695
Ad Kd 4h,9d8d,0.027,47.45,52.8553,168.787
Ad Kd 4h,9d8h,0.014,21.46,20.5943,145.417
Ad Kd 4h,9d8s,0.016,21.36,20.3369,144.238
Ad Kd 4h,Td8c,0.019,24.25,22.0996,138.084
Ad Kd 4h,Td9c,0.030,25.14,21.737,130.993
Ad Kd 4h,TdTc,0.005,56.81,38.0015,101.348
Ad Kd 4h,Td5d,0.002,49.10,56.3548,173.897
Ad Kd 4h,Td6d,0.018,48.66,54.2284,168.847
Ad Kd 4h,Td7d,0.017,49.02,54.2519,167.682
Ad Kd 4h,Td8d,0.020,49.45,54.7753,167.82
Ad Kd 4h,Td9d,0.024,49.96,54.7857,166.166
Ad Kd 4h,Td8h,0.017,24.35,22.3512,139.082
Ad Kd 4h,Td9h,0.025,25.24,21.8959,131.446
Ad Kd 4h,Td8s,0.019,24.25,22.0996,138.084
Ad Kd 4h,Td9s,0.030,25.14,21.737,130.994
Ad Kd 4h,Jd8c,0.006,28.74,23.5192,124.011
Ad Kd 4h,Jd9c,0.019,29.65,23.0739,117.894
Ad Kd 4h,JdTc,0.009,41.02,38.995,144.045
Ad Kd 4h,JdJc,0.004,58.13,39.9273,104.064
Ad Kd 4h,Jd4d,0.008,68.28,79.3731,176.118
Ad Kd 4h,Jd5d,0.016,52.30,60.1351,174.222
Ad Kd 4h,Jd6d,0.017,51.96,58.2326,169.802
Ad Kd 4h,Jd7d,0.017,52.40,58.3858,168.834
Ad Kd 4h,Jd8d,0.018,52.81,59.0656,169.463
Ad Kd 4h,Jd9d,0.020,53.36,59.3675,168.562
Ad Kd 4h,JdTd,0.033,60.66,73.5447,183.708
Ad Kd 4h,Jd8h,0.006,28.84,23.7657,124.851
Ad Kd 4h,Jd9h,0.016,29.75,23.2188,118.232
Ad Kd 4h,JdTh,0.007,41.11,39.2436,144.626
Ad Kd 4h,Jd8s,0.006,28.74,23.5192,124.011
Ad Kd 4h,Jd9s,0.019,29.65,23.0739,117.894
Ad Kd 4h,JdTs,0.009,41.02,38.995,144.045
Ad Kd 4h,Qd8c,0.001,35.53,26.7915,114.237
Ad Kd 4h,Qd9c,0.013,36.54,26.2739,108.947
Ad Kd 4h,QdTc,0.012,47.62,42.2125,134.322
Ad Kd 4h,QdJc,0.012,48.89,42.3911,131.387
Ad Kd 4h,QdQc,0.003,59.68,42.4364,107.729
Ad Kd 4h,Qd2d,0.007,56.30,71.4158,192.195
Ad Kd 4h,Qd3d,0.017,56.49,70.2276,188.358
Ad Kd 4h,Qd4d,0.027,69.28,86.5137,189.207
Ad Kd 4h,Qd5d,0.014,57.15,68.5245,181.687
Ad Kd 4h,Qd6d,0.013,56.90,66.8983,178.15
Ad Kd 4h,Qd7d,0.013,57.38,67.1422,177.278
Ad Kd 4h,Qd8d,0.015,57.85,68.0883,178.321
Ad Kd 4h,Qd9d,0.014,58.52,68.8829,178.336
Ad Kd 4h,QdTd,0.040,65.61,82.2264,189.888
Ad Kd 4h,QdJd,0.035,66.43,80.3242,183.195
Ad Kd 4h,Qd8h,0.001,35.65,27.0083,114.799
Ad Kd 4h,Qd9h,0.012,36.65,26.4265,109.26
Ad Kd 4h,QdTh,0.009,47.71,42.3814,134.588
Ad Kd 4h,QdJh,0.010,48.98,42.5183,131.525
Ad Kd 4h,Qd8s,0.001,35.53,26.7915,114.237
Ad Kd 4h,Qd9s,0.013,36.54,26.2739,108.947
Ad Kd 4h,QdTs,0.012,47.62,42.2125,134.322
Ad Kd 4h,QdJs,0.012,48.89,42.3911,131.387
Ad Kd 4h,2h2c,0.015,36.16,27.4539,115.041
Ad Kd 4h,2h2d,0.007,38.82,31.1685,121.647
Ad Kd 4h,3h3c,0.019,37.87,27.7695,111.107
Ad Kd 4h,3h3d,0.006,40.61,31.3551,116.984
Ad Kd 4h,5h5c,0.008,43.04,30.1476,106.141
Ad Kd 4h,5h5d,0.006,46.13,34.8403,114.429
Ad Kd 4h,6h6c,0.005,44.25,29.6448,101.511
Ad Kd 4h,6h6d,0.015,47.41,34.5427,110.405
Ad Kd 4h,6h5h,0.015,20.55,25.5424,188.333
Ad Kd 4h,7h7c,0.005,46.61,30.751,99.9637
Ad Kd 4h,7h7d,0.021,49.74,35.571,108.363
Ad Kd 4h,7h5h,0.016,21.42,25.3199,179.089
Ad Kd 4h,7h6h,0.024,20.58,23.697,174.459
Ad Kd 4h,8h8c,0.004,48.69,31.5245,98.0891
Ad Kd 4h,8h8d,0.012,51.81,36.5451,106.864
Ad Kd 4h,8h6h,0.030,20.44,22.0286,163.323
Ad Kd 4h,8h7h,0.033,21.05,22.1373,159.372
Ad Kd 4h,9h8c,0.007,17.65,16.9702,145.7
Ad Kd 4h,9h9c,0.003,50.44,31.9623,96.0116
Ad Kd 4h,9h8d,0.012,21.37,20.5703,145.87
Ad Kd 4h,9h9d,0.010,53.64,37.3991,105.645
Ad Kd 4h,9h6h,0.030,20.34,20.1401,149.995
Ad Kd 4h,9h7h,0.033,20.82,20.2436,147.317
Ad Kd 4h,9h8h,0.035,21.33,20.0113,142.123
Ad Kd 4h,9h8s,0.007,17.65,16.9702,145.7
Ad Kd 4h,Th8c,0.015,20.49,18.0835,133.704
Ad Kd 4h,Th9c,0.025,21.37,17.7186,125.646
Ad Kd 4h,ThTc,0.005,53.77,33.1776,93.4881
Ad Kd 4h,Th8d,0.017,24.15,21.6029,135.509
Ad Kd 4h,Th9d,0.029,25.13,21.1886,127.743
Ad Kd 4h,ThTd,0.006,56.95,38.3343,101.98
Ad Kd 4h,Th5h,0.004,23.78,22.9883,146.501
Ad Kd 4h,Th6h,0.028,22.97,21.2607,140.217
Ad Kd 4h,Th7h,0.030,23.43,21.3545,138.077
Ad Kd 4h,Th8h,0.030,24.01,21.0749,133.014
Ad Kd 4h,Th9h,0.029,24.75,20.5416,125.747
Ad Kd 4h,Th8s,0.015,20.49,18.0835,133.704
Ad Kd 4h,Th9s,0.025,21.37,17.7186,125.646
Ad Kd 4h,Jh8c,0.007,24.82,18.1971,111.099
Ad Kd 4h,Jh9c,0.022,25.72,17.8891,105.401
Ad Kd 4h,JhTc,0.011,37.45,32.8011,132.702
Ad Kd 4h,JhJc,0.004,54.85,33.5914,92.7863
Ad Kd 4h,Jh8d,0.009,28.41,21.7175,115.834
Ad Kd 4h,Jh9d,0.031,29.40,21.3004,109.766
Ad Kd 4h,JhTd,0.008,40.84,37.3962,138.752
Ad Kd 4h,JhJd,0.006,58.34,40.3374,104.753
Ad Kd 4h,Jh5h,0.026,27.74,22.9182,125.18
Ad Kd 4h,Jh6h,0.026,27.08,21.379,119.611
Ad Kd 4h,Jh7h,0.026,27.62,21.4535,117.707
Ad Kd 4h,Jh8h,0.027,28.16,21.2488,114.318
Ad Kd 4h,Jh9h,0.023,28.93,20.7493,108.675
Ad Kd 4h,JhTh,0.012,40.05,36.6573,138.667
Ad Kd 4h,Jh8s,0.007,24.82,18.1971,111.099
Ad Kd 4h,Jh9s,0.022,25.72,17.8891,105.4
Ad Kd 4h,JhTs,0.011,37.45,32.8011,132.702
Ad Kd 4h,Qh8c,0.001,31.45,19.7205,95.002
Ad Kd 4h,Qh9c,0.011,32.44,19.5337,91.232
Ad Kd 4h,QhTc,0.013,43.89,33.78,116.624
Ad Kd 4h,QhJc,0.011,45.13,34.3789,115.409
Ad Kd 4h,QhQc,0.003,56.04,34.2474,92.5914
Ad Kd 4h,Qh8d,0.001,34.91,23.0952,100.245
Ad Kd 4h,Qh9d,0.013,35.99,22.7338,95.7042
Ad Kd 4h,QhTd,0.010,47.14,38.149,122.612
Ad Kd 4h,QhJd,0.009,48.67,40.1829,125.088
Ad Kd 4h,QhQd,0.003,59.92,42.9751,108.664
Ad Kd 4h,Qh2h,0.013,32.96,23.9288,110.004
Ad Kd 4h,Qh3h,0.028,33.15,23.8455,109.003
Ad Kd 4h,Qh5h,0.031,33.81,23.9612,107.38
Ad Kd 4h,Qh6h,0.015,33.28,22.6355,103.04
Ad Kd 4h,Qh7h,0.013,33.89,22.7555,101.732
Ad Kd 4h,Qh8h,0.010,34.50,22.7032,99.7189
Ad Kd 4h,Qh9h,0.007,35.37,22.3867,95.9041
Ad Kd 4h,QhTh,0.011,46.20,37.5093,123.014
Ad Kd 4h,QhJh,0.011,47.34,38.0011,121.623
Ad Kd 4h,Qh8s,0.001,31.45,19.7205,95.002
Ad Kd 4h,Qh9s,0.011,32.44,19.5337,91.2319
Ad Kd 4h,QhTs,0.013,43.89,33.78,116.624
Ad Kd 4h,QhJs,0.011,45.13,34.3789,115.409
Ad Kd 4h,Kh7c,0.000,63.28,40.2616,96.4006
Ad Kd 4h,Kh8c,0.008,63.68,40.1905,95.6242
Ad Kd 4h,Kh9c,0.020,64.31,40.651,95.7787
Ad Kd 4h,KhTc,0.020,66.54,42.1423,95.9535
Ad Kd 4h,KhJc,0.033,67.45,43.3232,97.3206
Ad Kd 4h,KhQc,0.046,68.22,44.6198,99.0986
Ad Kd 4h,KhKc,0.028,93.15,160.523,261.1
Ad Kd 4h,Kh7d,0.000,66.00,44.4862,102.126
Ad Kd 4h,Kh8d,0.014,66.40,43.8577,100.073
Ad Kd 4h,Kh9d,0.022,67.06,44.4463,100.423
Ad Kd 4h,KhTd,0.017,69.33,46.4468,101.513
Ad Kd 4h,KhJd,0.020,70.52,48.9831,105.241
Ad Kd 4h,KhQd,0.040,71.72,51.9696,109.798
Ad Kd 4h,Kh2h,0.027,65.31,46.2315,107.262
Ad Kd 4h,Kh3h,0.023,65.29,45.4929,105.581
Ad Kd 4h,Kh5h,0.022,65.33,45.3392,105.153
Ad Kd 4h,Kh6h,0.024,64.80,44.4299,103.881
Ad Kd 4h,Kh7h,0.027,65.11,44.428,103.387
Ad Kd 4h,Kh8h,0.029,65.44,44.4009,102.8
Ad Kd 4h,Kh9h,0.028,66.05,44.9473,103.109
Ad Kd 4h,KhTh,0.021,68.13,46.3786,103.146
Ad Kd 4h,KhJh,0.024,69.01,47.624,104.561
Ad Kd 4h,KhQh,0.029,69.74,48.5993,105.583
Ad Kd 4h,Kh7s,0.000,63.28,40.2616,96.4007
Ad Kd 4h,Kh8s,0.008,63.68,40.1905,95.6242
Ad Kd 4h,Kh9s,0.020,64.31,40.651,95.7787
Ad Kd 4h,KhTs,0.020,66.54,42.1423,95.9534
Ad Kd 4h,KhJs,0.033,67.45,43.3232,97.3207
Ad Kd 4h,KhQs,0.046,68.22,44.6197,99.0985
Ad Kd 4h,Ah3c,0.013,75.00,53.1472,107.366
Ad Kd 4h,Ah4c,0.004,86.33,95.9781,168.444
Ad Kd 4h,Ah5c,0.019,75.34,54.1906,108.983
Ad Kd 4h,Ah6c,0.017,75.27,54.1916,109.088
Ad Kd 4h,Ah7c,0.017,76.14,55.4475,110.336
Ad Kd 4h,Ah8c,0.019,77.27,57.365,112.489
Ad Kd 4h,Ah9c,0.015,78.50,60.2514,116.3
Ad Kd 4h,AhTc,0.017,80.76,63.6524,119.424
Ad Kd 4h,AhJc,0.013,81.65,67.2081,124.711
Ad Kd 4h,AhQc,0.006,82.21,71.7951,132.325
Ad Kd 4h,AhKc,0.002,89.65,115.842,195.786
Ad Kd 4h,AhAc,0.111,93.31,131.819,214.038
Ad Kd 4h,Ah3d,0.023,76.71,55.9722,110.557
Ad Kd 4h,Ah4d,0.021,87.31,95.0981,165.036
Ad Kd 4h,Ah5d,0.023,77.46,57.8006,113.065
Ad Kd 4h,Ah6d,0.024,77.49,57.7196,112.858
Ad Kd 4h,Ah7d,0.025,78.35,59.0311,114.16
Ad Kd 4h,Ah8d,0.028,79.42,60.9432,116.265
Ad Kd 4h,Ah9d,0.030,80.63,64.0629,120.389
Ad Kd 4h,AhTd,0.024,82.92,67.4208,123.191
Ad Kd 4h,AhJd,0.031,84.15,71.4325,128.61
Ad Kd 4h,AhQd,0.029,85.07,77.1124,137.336
Ad Kd 4h,Ah2h,0.012,76.33,58.7315,116.579
Ad Kd 4h,Ah3h,0.029,76.36,57.6628,114.416
Ad Kd 4h,Ah5h,0.043,76.74,58.687,115.868
Ad Kd 4h,Ah6h,0.044,76.67,58.7574,116.117
Ad Kd 4h,Ah7h,0.039,77.52,60.0546,117.383
Ad Kd 4h,Ah8h,0.035,78.54,62.1024,119.806
Ad Kd 4h,Ah9h,0.029,79.68,65.0867,123.769
Ad Kd 4h,AhTh,0.025,81.77,68.2843,126.525
Ad Kd 4h,AhJh,0.014,82.58,71.708,131.564
Ad Kd 4h,AhQh,0.008,83.19,75.8681,138.184
Ad Kd 4h,AhKh,0.005,90.22,118.11,198.358
Ad Kd 4h,Ah3s,0.013,75.00,53.1472,107.366
Ad Kd 4h,Ah4s,0.004,86.33,95.9781,168.444
Ad Kd 4h,Ah5s,0.019,75.34,54.1906,108.983
Ad Kd 4h,Ah6s,0.017,75.27,54.1916,109.088
Ad Kd 4h,Ah7s,0.017,76.14,55.4475,110.336
Ad Kd 4h,Ah8s,0.019,77.27,57.365,112.489
Ad Kd 4h,Ah9s,0.015,78.50,60.2514,116.3
Ad Kd 4h,AhTs,0.017,80.76,63.6524,119.423
Ad Kd 4h,AhJs,0.013,81.65,67.208,124.711
Ad Kd 4h,AhQs,0.006,82.21,71.7951,132.325
Ad Kd 4h,AhKs,0.002,89.65,115.842,195.786
Ad Kd 4h,2s2c,0.016,36.11,27.0059,113.325
Ad Kd 4h,2s2d,0.008,38.77,30.5481,119.393
Ad Kd 4h,2s2h,0.015,36.16,27.4539,115.041
Ad Kd 4h,3s3c,0.014,37.85,27.3119,109.342
Ad Kd 4h,3s3d,0.009,40.58,30.732,114.735
Ad Kd 4h,3s3h,0.019,37.87,27.7695,111.107
Ad Kd 4h,4s4c,0.002,92.35,142.254,233.402
Ad Kd 4h,4s4d,0.003,93.06,140.045,228.009
Ad Kd 4h,5s5c,0.008,42.79,29.2427,103.557
Ad Kd 4h,5s5d,0.009,45.89,33.9244,112.014
Ad Kd 4h,5s5h,0.008,43.04,30.1476,106.141
Ad Kd 4h,5s4s,0.001,46.11,36.1748,118.878
Ad Kd 4h,6s6c,0.006,43.99,29.0196,99.9603
Ad Kd 4h,6s6d,0.011,47.15,33.9207,109.003
Ad Kd 4h,6s6h,0.005,44.25,29.6448,101.511
Ad Kd 4h,6s5s,0.020,16.86,21.759,195.583
Ad Kd 4h,7s7c,0.005,46.36,30.3081,99.0475
Ad Kd 4h,7s7d,0.009,49.50,35.1441,107.583
Ad Kd 4h,7s7h,0.005,46.61,30.751,99.9636
Ad Kd 4h,7s5s,0.021,17.77,21.6813,184.817
Ad Kd 4h,7s6s,0.025,16.85,20.2367,181.971
Ad Kd 4h,8s8c,0.004,48.55,31.1642,97.2522
Ad Kd 4h,8s8d,0.008,51.67,36.1441,105.981
Ad Kd 4h,8s8h,0.004,48.69,31.5245,98.0892
Ad Kd 4h,8s6s,0.030,16.67,18.6017,169.023
Ad Kd 4h,8s7s,0.032,17.31,18.8191,164.742
Ad Kd 4h,9s8c,0.009,17.56,16.8116,145.062
Ad Kd 4h,9s9c,0.003,50.32,31.565,95.0502
Ad Kd 4h,9s8d,0.016,21.28,20.4232,145.426
Ad Kd 4h,9s9d,0.005,53.51,36.9802,104.702
Ad Kd 4h,9s8h,0.007,17.65,17.1145,146.885
Ad Kd 4h,9s9h,0.003,50.44,31.9623,96.0117
Ad Kd 4h,9s6s,0.017,16.58,16.8218,153.76
Ad Kd 4h,9s7s,0.020,17.07,17.0359,151.236
Ad Kd 4h,9s8s,0.022,17.59,16.8563,145.186
Ad Kd 4h,Ts8c,0.021,20.41,17.8973,132.844
Ad Kd 4h,Ts9c,0.034,21.28,17.5548,124.98
Ad Kd 4h,TsTc,0.005,53.63,32.9433,93.0772
Ad Kd 4h,Ts8d,0.021,24.07,21.4383,134.924
Ad Kd 4h,Ts9d,0.036,25.05,21.0513,127.348
Ad Kd 4h,TsTd,0.005,56.81,38.0015,101.348
Ad Kd 4h,Ts8h,0.019,20.51,18.1978,134.415
Ad Kd 4h,Ts9h,0.028,21.38,17.724,125.615
